,gid,pre,geometry
21,다사610438,0.0728419215785076,"MULTIPOLYGON (((127.0588184887334 37.49262939482775, 127.0588131868738 37.4935307357657, 127.0599444045294 37.49353495490362, 127.0599496927959 37.49263361382911, 127.0588184887334 37.49262939482775)))"
22,다사585436,0.0689831435332746,"MULTIPOLYGON (((127.0305497481028 37.49071772452548, 127.0305441069226 37.49161906221229, 127.0316752913078 37.49162355183938, 127.0316809188963 37.49072221400723, 127.0305497481028 37.49071772452548)))"
23,다사542430,0.0680426691879913,"MULTIPOLYGON (((126.9819469974997 37.48510644213748, 126.9819407735568 37.48600777407578, 126.9830718650537 37.48601272844064, 126.9830780754092 37.48511139634195, 126.9819469974997 37.48510644213748)))"
24,다사580447,0.0656348745192583,"MULTIPOLYGON (((127.0248310834117 37.50060981354643, 127.024825371476 37.5015111489766, 127.0259567041454 37.50151569437377, 127.0259624024829 37.50061435879648, 127.0248310834117 37.50060981354643)))"
25,다사551454,0.0652096145261127,"MULTIPOLYGON (((126.9919801938201 37.5067826027583, 126.9919740856384 37.50768393279829, 126.9931055058852 37.50768879348578, 126.9931116004649 37.50678746328848, 126.9919801938201 37.5067826027583)))"
26,다사598420,0.0636659268868139,"MULTIPOLYGON (((127.0453423865232 37.47635379142069, 127.0453369259273 37.47725513318601, 127.0464678961288 37.47725947976524, 127.0464733431427 37.47635813785923, 127.0453423865232 37.47635379142069)))"
27,다사580441,0.0631782347692071,"MULTIPOLYGON (((127.0248653496838 37.49520179805447, 127.0248596392744 37.49610313431633, 127.0259908903637 37.49610767883081, 127.0259965871786 37.49520634242187, 127.0248653496838 37.49520179805447)))"
28,다사585477,0.0625180953283594,"MULTIPOLYGON (((127.030318253553 37.52767245603113, 127.0303126020613 37.52857378803493, 127.0314443442226 37.52857828362362, 127.0314499820979 37.52767695147435, 127.030318253553 37.52767245603113)))"
29,다사592441,0.0615313780380519,"MULTIPOLYGON (((127.0384402162354 37.49525561556462, 127.0384346689613 37.49615695356857, 127.0395659230557 37.49616136809712, 127.0395714567351 37.49526002995029, 127.0384402162354 37.49525561556462)))"
30,다사597422,0.0605513395312806,"MULTIPOLYGON (((127.0442004815473 37.47815211726756, 127.0441950068817 37.47905345861473, 127.0453260040058 37.47905781630103, 127.0453314650882 37.47815647481276, 127.0442004815473 37.47815211726756)))"
31,다사556458,0.0552289222334537,"MULTIPOLYGON (((126.9976130674531 37.51041211950808, 126.9976070262055 37.5113134497763, 126.9987385022182 37.51131825690373, 126.9987445298613 37.51041692647995, 126.9976130674531 37.51041211950808)))"
32,다사583440,0.0515029491444099,"MULTIPOLYGON (((127.0282647323022 37.4943140618206, 127.028259062929 37.49521539866132, 127.0293903011832 37.49521991053336, 127.0293959569625 37.49431857354661, 127.0282647323022 37.4943140618206)))"
33,다사548448,0.0491840121617185,"MULTIPOLYGON (((126.9886228636964 37.50135997584221, 126.9886167163517 37.50226130624054, 126.9897480541775 37.5022661984872, 126.9897541879238 37.50136486793049, 126.9886228636964 37.50135997584221)))"
34,다사583476,0.0486200864142021,"MULTIPOLYGON (((127.0280604756907 37.52676210076098, 127.0280547972191 37.52766343261141, 127.0291865252599 37.52766794974349, 127.0291921901157 37.52676661774687, 127.0280604756907 37.52676210076098)))"
35,다사541420,0.0465298657827008,"MULTIPOLYGON (((126.9808782798927 37.47608815169936, 126.98087204514 37.47698948486425, 126.9820030005129 37.47699444844989, 126.9820092216843 37.47609311512431, 126.9808782798927 37.47608815169936)))"
36,다사549438,0.0454791511925882,"MULTIPOLYGON (((126.9898155103634 37.49235155473372, 126.9898093793485 37.49325288667764, 126.9909405814907 37.49325776651015, 126.9909466989133 37.49235643440826, 126.9898155103634 37.49235155473372)))"
37,다사568449,0.0439172096838601,"MULTIPOLYGON (((127.0112435240872 37.50235709264238, 127.0112376484508 37.50325842600242, 127.0123690052251 37.50326310171237, 127.0123748672621 37.50236176820101, 127.0112435240872 37.50235709264238)))"
38,다사542436,0.0422455464121366,"MULTIPOLYGON (((126.981909649684 37.49051443168621, 126.9819034240776 37.4914157627921, 126.9830345971116 37.49142071811934, 126.983040809127 37.49051938685305, 126.981909649684 37.49051443168621)))"
39,다사647407,0.0422442424196763,"MULTIPOLYGON (((127.1008218514118 37.46483649729744, 127.1008170591245 37.46573784734468, 127.1019478639762 37.46574166189021, 127.1019526426888 37.46484031171946, 127.1008218514118 37.46483649729744)))"
40,다사577408,0.041846567364878,"MULTIPOLYGON (((127.0216612844637 37.46544394019504, 127.0216555417175 37.46634528058728, 127.0227863437428 37.46634985271083, 127.0227920729144 37.46544851217055, 127.0216612844637 37.46544394019504)))"
41,다사579453,0.041608560215661006,"MULTIPOLYGON (((127.0236654075659 37.5060132670794, 127.0236596805017 37.50691460153038, 127.0247910945184 37.50691915864669, 127.0247968079808 37.50601782404822, 127.0236654075659 37.5060132670794)))"
42,다사585445,0.0408122908264897,"MULTIPOLYGON (((127.0304989684351 37.49882975871752, 127.0304933249931 37.499731095157, 127.0316246317297 37.49973558609225, 127.0316302615746 37.4988342495074, 127.0304989684351 37.49882975871752)))"
43,다사592422,0.0396565737914514,"MULTIPOLYGON (((127.0385455675123 37.47813016716321, 127.0385400249307 37.47903150779972, 127.0396710208295 37.47903591961385, 127.039676549828 37.47813457883449, 127.0385455675123 37.47813016716321)))"
44,다사598415,0.0393566411004222,"MULTIPOLYGON (((127.045369685855 37.47184708051638, 127.045364226475 37.47274842297428, 127.0464951287723 37.47275276884996, 127.0465005745733 37.47185142625135, 127.045369685855 37.47184708051638)))"
45,다사566437,0.0385346145293086,"MULTIPOLYGON (((127.009051652036 37.49153170153049, 127.0090457523555 37.49243303625072, 127.010176945455 37.49243773180607, 127.0101828315436 37.49153639693385, 127.009051652036 37.49153170153049)))"
46,다사608469,0.0381169150325833,"MULTIPOLYGON (((127.0563907704776 37.52056242049495, 127.0563854340684 37.52146375686429, 127.0575170729361 37.52146800192192, 127.0575223957335 37.52056666541522, 127.0563907704776 37.52056242049495)))"
47,다사556425,0.0375271240524233,"MULTIPOLYGON (((126.9978122777413 37.4806681428451, 126.9978062453669 37.48156947769028, 126.9989372727493 37.48157427968553, 126.9989432915392 37.4806729446849, 126.9978122777413 37.4806681428451)))"
48,다사594412,0.0364911096261648,"MULTIPOLYGON (((127.0408626730341 37.46912556284283, 127.0408571600747 37.47002690515, 127.0419880206607 37.47003129389185, 127.0419935200429 37.46912995144258, 127.0408626730341 37.46912556284283)))"
49,다사566459,0.0355577958001969,"MULTIPOLYGON (((127.0089217983422 37.51136103334444, 127.0089158928776 37.512262365014, 127.0100473851533 37.51226706391419, 127.0100532770126 37.51136573209257, 127.0089217983422 37.51136103334444)))"
50,다사584463,0.0349803931245173,"MULTIPOLYGON (((127.0292658102831 37.51504928917549, 127.0292601487068 37.51595062297428, 127.0303917000418 37.51595512736651, 127.0303973480102 37.51505379342196, 127.0292658102831 37.51504928917549)))"
51,다사555426,0.0348673900178179,"MULTIPOLYGON (((126.9966752182531 37.48156466486871, 126.9966691720249 37.48246599941939, 126.9978002127238 37.48247081239677, 126.9978062453669 37.48156947769028, 126.9966752182531 37.48156466486871)))"
52,다사602449,0.0331847208350303,"MULTIPOLYGON (((127.0497093348878 37.50250998344458, 127.0497039216325 37.50341132175339, 127.0508352869447 37.50341562907474, 127.0508406866003 37.50251429062653, 127.0497093348878 37.50250998344458)))"
53,다사546437,0.0330520278499343,"MULTIPOLYGON (((126.9864281178715 37.49143551912064, 126.9864219463545 37.4923368507273, 126.9875531340834 37.49234176289323, 126.9875592920087 37.49144043112756, 126.9864281178715 37.49143551912064)))"
54,다사542439,0.0329797034356435,"MULTIPOLYGON (((126.981890972033 37.4932184245876, 126.9818847455947 37.49411975527725, 126.9830159594055 37.49412471108575, 126.9830221722509 37.49322338023568, 126.981890972033 37.4932184245876)))"
55,다사589402,0.0329370143895626,"MULTIPOLYGON (((127.0352642364665 37.46009003398473, 127.0352586581066 37.46099137696153, 127.0363893817149 37.46099581837524, 127.0363949465038 37.46009447525464, 127.0352642364665 37.46009003398473)))"
56,다사590448,0.0326521212545717,"MULTIPOLYGON (((127.036138709519 37.50155611540739, 127.0361331333173 37.50245745215445, 127.0372644820965 37.50246188935266, 127.0372700446994 37.50156055246199, 127.036138709519 37.50155611540739)))"
57,다사601451,0.0325608193512446,"MULTIPOLYGON (((127.0485671294648 37.50430834162744, 127.0485617021263 37.5052096795194, 127.0496930943985 37.50521399795537, 127.0496985081361 37.50431265992365, 127.0485671294648 37.50430834162744)))"
58,다사545439,0.032489587127630996,"MULTIPOLYGON (((126.9852845735164 37.4932332590395, 126.9852783878567 37.49413459020935, 126.9864096024958 37.49413951352445, 126.9864157745626 37.49323818219524, 126.9852845735164 37.4932332590395)))"
59,다사649431,0.0324518467624317,"MULTIPOLYGON (((127.1029690122741 37.48647648418851, 127.1029642420399 37.48737783116172, 127.1040953732916 37.48738162701425, 127.1041001299366 37.48648027991815, 127.1029690122741 37.48647648418851)))"
60,다사542433,0.0321879344797936,"MULTIPOLYGON (((126.9819283248394 37.48781043753617, 126.9819221000649 37.48871176905825, 126.9830532323276 37.48871672390429, 126.9830594435129 37.4878153922218, 126.9819283248394 37.48781043753617)))"
61,다사578456,0.031704066414472,"MULTIPOLYGON (((127.0225167846409 37.5087127017681, 127.0225110432078 37.50961403565532, 127.0236424977783 37.50961860405151, 127.0236482256079 37.50871727001643, 127.0225167846409 37.5087127017681)))"
62,다사581467,0.0303664410908523,"MULTIPOLYGON (((127.0258483874929 37.51864104400469, 127.0258426840768 37.5195423768095, 127.026974289091 37.51954691430865, 127.0269799788968 37.51864558135699, 127.0258483874929 37.51864104400469)))"
63,다사595426,0.0301466155768134,"MULTIPOLYGON (((127.041916506399 37.48174873312609, 127.0419110035866 37.4826500736359, 127.0430420545614 37.4826544535405, 127.0430475437881 37.4817531128889, 127.041916506399 37.48174873312609)))"
64,다사585434,0.0294074927812068,"MULTIPOLYGON (((127.0305610297093 37.48891504873612, 127.0305553890316 37.48981638670008, 127.0316865462342 37.48982087603652, 127.0316921733215 37.48891953792722, 127.0305610297093 37.48891504873612)))"
65,다사611439,0.0293276064483442,"MULTIPOLYGON (((127.0599444045294 37.49353495490362, 127.0599391160275 37.49443629583963, 127.0610703475123 37.49444050428251, 127.0610756224206 37.49353916321027, 127.0599444045294 37.49353495490362)))"
66,다사594465,0.0292612148760388,"MULTIPOLYGON (((127.0405701475628 37.51689651420399, 127.0405646215738 37.51779784916759, 127.0416962026153 37.51780224544537, 127.041701714995 37.51690091033951, 127.0405701475628 37.51689651420399)))"
67,다사593477,0.0284085291959288,"MULTIPOLYGON (((127.0393720889098 37.5277081159323, 127.0393665463497 37.52860944909006, 127.0404982905032 37.52861385792026, 127.0405038194468 37.52771252461984, 127.0393720889098 37.5277081159323)))"
68,다사610454,0.0279133084675232,"MULTIPOLYGON (((127.0587336306363 37.50705083321351, 127.058728324997 37.50795217193524, 127.0598597602241 37.50795639325879, 127.0598650522606 37.50705505440045, 127.0587336306363 37.50705083321351)))"
69,다사635435,0.0275296239754805,"MULTIPOLYGON (((127.0871135443276 37.49002758699322, 127.0871085829611 37.49092893165562, 127.0882397655456 37.49093287962592, 127.0882447133205 37.49003153483572, 127.0871135443276 37.49002758699322)))"
70,다사586432,0.027457115085531003,"MULTIPOLYGON (((127.0317034267441 37.48711686129288, 127.0316978001581 37.48801819967933, 127.0328289304312 37.48802267789612, 127.032834543428 37.48712133936469, 127.0317034267441 37.48711686129288)))"
71,다사576458,0.026936736200307003,"MULTIPOLYGON (((127.0202423659371 37.51050619980269, 127.0202365967829 37.51140753311586, 127.0213680780503 37.51141212348389, 127.0213738335998 37.51051079002215, 127.0202423659371 37.51050619980269)))"
72,다사572469,0.0268219808995246,"MULTIPOLYGON (((127.0156524242862 37.52040238279111, 127.0156465978587 37.52130371398121, 127.0167782277868 37.52130834935126, 127.0167840406029 37.52040701801113, 127.0156524242862 37.52040238279111)))"
73,다사569461,0.0266705423657391,"MULTIPOLYGON (((127.0123045055813 37.51317776118567, 127.0122986404102 37.51407909303307, 127.0134301606838 37.51408375972032, 127.0134360122484 37.5131824277219, 127.0123045055813 37.51317776118567)))"
74,다사579443,0.0265516869945627,"MULTIPOLYGON (((127.0237226641804 37.49699991494551, 127.0237169396665 37.49790125078269, 127.0248482176925 37.49790580642421, 127.0248539286106 37.49700447043958, 127.0237226641804 37.49699991494551)))"
75,다사576460,0.0262445993467134,"MULTIPOLYGON (((127.0202308273716 37.5123088662904, 127.0202250577033 37.51321019932628, 127.0213565661822 37.51321478999144, 127.0213623222444 37.51231345680699, 127.0202308273716 37.5123088662904)))"
76,다사581447,0.0256536993696004,"MULTIPOLYGON (((127.0259624024829 37.50061435879648, 127.0259567041454 37.50151569437377, 127.0270880370686 37.50152022893674, 127.0270937218079 37.50061889321267, 127.0259624024829 37.50061435879648)))"
77,다사560448,0.0255091845152551,"MULTIPOLYGON (((127.0021987723231 37.50141796585761, 127.0021927881598 37.50231929813299, 127.0033241292242 37.50232406036719, 127.0033300997889 37.50142272793767, 127.0021987723231 37.50141796585761)))"
78,다사578454,0.0254045391878434,"MULTIPOLYGON (((127.0225282667402 37.50691003357775, 127.0225225258184 37.50781136774224, 127.0236539531824 37.50781593584272, 127.0236596805017 37.50691460153038, 127.0225282667402 37.50691003357775)))"
79,다사589463,0.0251751593277736,"MULTIPOLYGON (((127.0349235014283 37.51507170201258, 127.0349179078917 37.51597303653675, 127.0360494604785 37.51597748672958, 127.0360550404072 37.5150761520614, 127.0349235014283 37.51507170201258)))"
80,다사652414,0.0250375286651501,"MULTIPOLYGON (((127.1064427346045 37.47116491292819, 127.1064380087178 37.47206626262109, 127.1075689096679 37.47207002391561, 127.1075736219756 37.47116867410094, 127.1064427346045 37.47116491292819)))"
81,다사590446,0.0249777395492437,"MULTIPOLYGON (((127.0361498611775 37.49975344149753, 127.0361442854724 37.50065477852176, 127.0372756070545 37.50065921543274, 127.0372811691618 37.4997578782649, 127.0361498611775 37.49975344149753)))"
82,다사616457,0.0247467887364336,"MULTIPOLYGON (((127.0655064911402 37.50978001597992, 127.0655012664195 37.51068135510062, 127.066632743864 37.51068551180629, 127.0666379549801 37.50978417255106, 127.0655064911402 37.50978001597992)))"
83,다사604467,0.0243939636706993,"MULTIPOLYGON (((127.0518750528296 37.51874266034777, 127.0518696624535 37.5196439964412, 127.0530012731437 37.51964828458979, 127.0530066499093 37.51874694835759, 127.0518750528296 37.51874266034777)))"
84,다사607387,0.0239019500616301,"MULTIPOLYGON (((127.0556970372495 37.44664812236304, 127.0556917067325 37.44754946995187, 127.0568222312041 37.44755371456881, 127.0568275481588 37.44665236684253, 127.0556970372495 37.44664812236304)))"
85,다사588429,0.0238831228746737,"MULTIPOLYGON (((127.0339824570886 37.4844217897483, 127.0339768584291 37.48532312884005, 127.0351079484358 37.48532758496602, 127.035113533508 37.48442624573, 127.0339824570886 37.4844217897483)))"
86,다사629436,0.0236591636660186,"MULTIPOLYGON (((127.0803214921161 37.49090501639569, 127.0803164489762 37.49180636014548, 127.0814476438177 37.49181037322798, 127.0814526733656 37.49090902934828, 127.0803214921161 37.49090501639569)))"
87,다사547442,0.0236133558613301,"MULTIPOLYGON (((126.9875284996393 37.49594708856867, 126.9875223403424 37.49684841964073, 126.9886535963132 37.49685332176954, 126.9886597420153 37.49595199053881, 126.9875284996393 37.49594708856867)))"
88,다사568448,0.0234359797944853,"MULTIPOLYGON (((127.0112493994618 37.5014557591437, 127.0112435240872 37.50235709264238, 127.0123748672621 37.50236176820101, 127.0123807290381 37.50146043455099, 127.0112493994618 37.5014557591437)))"
89,다사601450,0.023223623610206,"MULTIPOLYGON (((127.0485725565614 37.50340700359696, 127.0485671294648 37.50430834162744, 127.0496985081361 37.50431265992365, 127.0497039216325 37.50341132175339, 127.0485725565614 37.50340700359696)))"
90,다사542420,0.0231388649401815,"MULTIPOLYGON (((126.9820092216843 37.47609311512431, 126.9820030005129 37.47699444844989, 126.9831339561629 37.47699940121109, 126.9831401637529 37.47609806772516, 126.9820092216843 37.47609311512431)))"
91,다사628438,0.0225329480027588,"MULTIPOLYGON (((127.079180197402 37.49270367971337, 127.0791751402194 37.49360502305601, 127.0803063620223 37.49360904722973, 127.0803114056116 37.49270770375684, 127.079180197402 37.49270367971337)))"
92,다사635436,0.0219623831809886,"MULTIPOLYGON (((127.0871085829611 37.49092893165562, 127.0871036213737 37.4918302761796, 127.0882348175503 37.49183422427771, 127.0882397655456 37.49093287962592, 127.0871085829611 37.49092893165562)))"
93,다사583475,0.0217917474725943,"MULTIPOLYGON (((127.0280661539094 37.52586076877191, 127.0280604756907 37.52676210076098, 127.0291921901157 37.52676661774687, 127.0291978547192 37.52586528561162, 127.0280661539094 37.52586076877191)))"
94,다사609429,0.0217358599236036,"MULTIPOLYGON (((127.0577351133278 37.48451309155364, 127.0577298000056 37.48541443360119, 127.0588608951093 37.48541866233818, 127.0588661948439 37.48451732015375, 127.0577351133278 37.48451309155364)))"
95,다사586418,0.0214206444550958,"MULTIPOLYGON (((127.0317821726406 37.47449810933241, 127.0317765495619 37.47539944965884, 127.0329074896417 37.47540392584639, 127.0329130991397 37.47450258537503, 127.0317821726406 37.47449810933241)))"
96,다사611462,0.0212683404169222,"MULTIPOLYGON (((127.0598227093672 37.51426576138854, 127.0598174154445 37.51516709913869, 127.0609489597513 37.51517131071567, 127.0609542400664 37.51426997282923, 127.0598227093672 37.51426576138854)))"
97,다사600452,0.0210637207701495,"MULTIPOLYGON (((127.047430310096 37.50520535024764, 127.0474248689144 37.50610668786091, 127.0485562745462 37.50611101727279, 127.0485617021263 37.5052096795194, 127.047430310096 37.50520535024764)))"
98,다사570468,0.0208898530012002,"MULTIPOLYGON (((127.0133950458215 37.51949174879878, 127.013389192432 37.5203930798265, 127.014520808229 37.52039773672954, 127.0145266480078 37.51949640555113, 127.0133950458215 37.51949174879878)))"
99,다사591464,0.0206860428032732,"MULTIPOLYGON (((127.037181013314 37.51598192608252, 127.0371754467453 37.51688326075576, 127.0383070134373 37.51688768941212, 127.0383125663974 37.51598635459555, 127.037181013314 37.51598192608252)))"
100,다사549448,0.0204765246140602,"MULTIPOLYGON (((126.9897541879238 37.50136486793049, 126.9897480541775 37.5022661984872, 126.9908793922765 37.50227107989951, 126.9908855124244 37.50136974918482, 126.9897541879238 37.50136486793049)))"
101,다사588478,0.020436240600382,"MULTIPOLYGON (((127.033707829298 37.52858724226665, 127.0337022184056 37.52948857456719, 127.0348339749356 37.52949303776593, 127.0348395722109 37.52859170532096, 127.033707829298 37.52858724226665)))"
102,다사592412,0.0203289878807336,"MULTIPOLYGON (((127.0386009797537 37.46911675317821, 127.0385954396401 37.47001809520014, 127.0397262997344 37.47002250558608, 127.0397318262709 37.46912116342136, 127.0386009797537 37.46911675317821)))"
103,다사571429,0.020133927595455,"MULTIPOLYGON (((127.0147541966052 37.48434438144019, 127.0147483669621 37.48524571802594, 127.0158794526473 37.48525035822631, 127.0158852687032 37.48434902149035, 127.0147541966052 37.48434438144019)))"
104,다사593471,0.0201182444590131,"MULTIPOLYGON (((127.039405339086 37.52230011407502, 127.0393997980071 37.52320144806441, 127.0405314604705 37.52320585603866, 127.0405369879366 37.52230452190663, 127.039405339086 37.52230011407502)))"
105,다사586435,0.0200386031997313,"MULTIPOLYGON (((127.0316865462342 37.48982087603652, 127.0316809188963 37.49072221400723, 127.0328120899405 37.49072669265895, 127.0328177036874 37.48982535454325, 127.0316865462342 37.48982087603652)))"
106,다사557457,0.020015153427742998,"MULTIPOLYGON (((126.9987505572358 37.50951559591743, 126.9987445298613 37.51041692647995, 126.9998759925379 37.51042172261427, 126.9998820063085 37.50952039189653, 126.9987505572358 37.50951559591743)))"
107,다사618434,0.0197046510536527,"MULTIPOLYGON (((127.0678888979402 37.48905747410436, 127.0678837057507 37.48995881667899, 127.0690148709048 37.48996294863138, 127.0690200495035 37.48906160592298, 127.0678888979402 37.48905747410436)))"
108,다사575461,0.0195528962454681,"MULTIPOLYGON (((127.0190935494814 37.51320559782236, 127.0190877659496 37.51410693057069, 127.020219287778 37.51411153222353, 127.0202250577033 37.51321019932628, 127.0190935494814 37.51320559782236)))"
109,다사568438,0.0193782378507345,"MULTIPOLYGON (((127.0113081388166 37.49244241653083, 127.0113022660584 37.49334375141604, 127.0124334732743 37.49334842546147, 127.0124393324399 37.49244709042495, 127.0113081388166 37.49244241653083)))"
110,다사601468,0.0193294630087266,"MULTIPOLYGON (((127.0484748318259 37.51963106694699, 127.0484694003762 37.52053240248344, 127.0496010239554 37.52053672329606, 127.049606441794 37.51963538761981, 127.0484748318259 37.51963106694699)))"
111,다사597420,0.0193157202963497,"MULTIPOLYGON (((127.044211430147 37.47634943415763, 127.044205955969 37.47725077578187, 127.0453369259273 37.47725513318601, 127.0453423865232 37.47635379142069, 127.044211430147 37.47634943415763)))"
112,다사648431,0.0193036002497758,"MULTIPOLYGON (((127.1018378948241 37.48647267763014, 127.1018331110007 37.48737402448013, 127.1029642420399 37.48737783116172, 127.1029690122741 37.48647648418851, 127.1018378948241 37.48647267763014)))"
113,다사573430,0.0191411621911428,"MULTIPOLYGON (((127.0170105385915 37.48525498759884, 127.0170047358643 37.48615632434606, 127.0181358356547 37.48616094304024, 127.0181416247941 37.4852596061435, 127.0170105385915 37.48525498759884)))"
114,다사599419,0.0189111719189896,"MULTIPOLYGON (((127.046478789914 37.47545679581469, 127.0464733431427 37.47635813785923, 127.0476043000047 37.47636247347321, 127.0476097331945 37.47546113128831, 127.046478789914 37.47545679581469)))"
115,다사581437,0.0188558076266332,"MULTIPOLYGON (((127.0260193719009 37.4916009954, 127.0260136761009 37.49250233236337, 127.0271448730694 37.49250686545875, 127.0271505552773 37.49160552834864, 127.0260193719009 37.4916009954)))"
116,다사590426,0.0186784383579657,"MULTIPOLYGON (((127.0362613231416 37.481726671913, 127.0362557524012 37.48262801170858, 127.0373868021445 37.48263244574794, 127.0373923592992 37.48173110580881, 127.0362613231416 37.481726671913)))"
117,다사577456,0.0186279503285686,"MULTIPOLYGON (((127.0213853439297 37.50870812268276, 127.0213795888929 37.50960945642177, 127.0225110432078 37.50961403565532, 127.0225167846409 37.5087127017681, 127.0213853439297 37.50870812268276)))"
118,다사614462,0.0184528973149869,"MULTIPOLYGON (((127.0632173021699 37.51427836319252, 127.0632120490701 37.51517970135051, 127.0643435940808 37.51518388040835, 127.0643488335729 37.5142825421151, 127.0632173021699 37.51427836319252)))"
119,다사544446,0.0184039913762298,"MULTIPOLYGON (((126.9841099721786 37.49953763921032, 126.9841037709929 37.50043896924927, 126.9852350805237 37.50044390451362, 126.9852412681123 37.49954257431494, 126.9841099721786 37.49953763921032)))"
120,다사571468,0.0183186042252089,"MULTIPOLYGON (((127.0145266480078 37.51949640555113, 127.014520808229 37.52039773672954, 127.0156524242862 37.52040238279111, 127.0156582504542 37.51950105146233, 127.0145266480078 37.51949640555113)))"
